Date,Nox
2019-05-13,115
2019-05-14,130
2019-05-15,131
2019-05-16,135
2019-05-17,167
2019-05-18,113
2019-05-19,53
2019-05-20,71
2019-05-21,58
2019-05-22,60
2019-05-23,63
2019-05-24,53
2019-05-25,45
2019-05-26,29
2019-05-27,33
2019-05-28,144
2019-05-29,82
2019-05-30,52
2019-05-31,55
2019-06-01,75
2019-06-02,42
2019-06-03,49
2019-06-04,139
2019-06-05,77
2019-06-06,100
2019-06-07,201
2019-06-08,59
2019-06-09,74
2019-06-10,174
2019-06-11,128
2019-06-12,148
2019-06-13,113
2019-06-14,109
2019-06-15,86
2019-06-16,44
2019-06-17,58
2019-06-18,79
2019-06-19,74
2019-06-20,56
2019-06-21,68
2019-06-22,105
2019-06-23,100
2019-06-24,132
2019-06-25,142
2019-06-26,194
2019-06-27,137
2019-06-28,105
2019-06-29,89
2019-06-30,33
2019-07-01,45
2019-07-02,57
2019-07-03,112
2019-07-04,57
2019-07-05,49
2019-07-06,63
2019-07-07,109
2019-07-08,119
2019-07-09,84
2019-07-10,71
2019-07-11,59
2019-07-12,54
2019-07-13,83
2019-07-14,156
2019-07-15,93
2019-07-16,88
2019-07-17,77
2019-07-18,51
2019-07-19,87
2019-07-20,50
2019-07-21,47
2019-07-22,40
2019-07-23,84
2019-07-24,81
2019-07-25,121
2019-07-26,73
2019-07-27,45
2019-07-28,55
2019-07-29,79
2019-07-30,150
2019-07-31,53
2019-08-01,110
2019-08-02,132
2019-08-03,98
2019-08-04,73
2019-08-05,59
2019-08-06,45
2019-08-07,48
2019-08-08,77
2019-08-09,74
2019-08-10,30
2019-08-11,27
2019-08-12,53
2019-08-13,58
2019-08-14,121
2019-08-15,47
2019-08-16,64
2019-08-17,43
2019-08-18,38
2019-08-19,47
2019-08-20,60
2019-08-21,60
2019-08-22,56
2019-08-23,79
2019-08-24,144
2019-08-25,124
2019-08-26,66
2019-08-27,121
2019-08-28,67
2019-08-29,55
2019-08-30,44
2019-08-31,36
2019-09-01,33
2019-09-02,55
2019-09-03,52
2019-09-04,40
2019-09-05,49
2019-09-06,48
2019-09-07,126
2019-09-08,91
2019-09-09,150
2019-09-10,80
2019-09-11,42
2019-09-12,52
2019-09-13,85
2019-09-14,78
2019-09-15,51
2019-09-16,89
2019-09-17,98
2019-09-18,133
2019-09-19,160
2019-09-20,167
2019-09-21,106
2019-09-22,129
2019-09-23,73
2019-09-24,108
2019-09-25,130
2019-09-26,59
2019-09-27,55
2019-09-28,53
2019-09-29,86
2019-09-30,99
2019-10-01,176
2019-10-02,95
2019-10-03,205
2019-10-04,147
2019-10-05,125
2019-10-06,68
2019-10-07,82
2019-10-08,55
2019-10-09,63
2019-10-10,52
2019-10-11,58
2019-10-12,79
2019-10-13,103
2019-10-14,194
2019-10-15,107
2019-10-16,86
2019-10-17,139
2019-10-18,114
2019-10-19,66
2019-10-20,75
2019-10-21,140
2019-10-22,98
2019-10-23,127
2019-10-24,No data
2019-10-25,178
2019-10-26,89
2019-10-27,56
2019-10-28,183
2019-10-29,215
2019-10-30,178
2019-10-31,152
2019-11-01,150
2019-11-02,116
2019-11-03,102
2019-11-04,244
2019-11-05,143
2019-11-06,235
2019-11-07,169
2019-11-08,101
2019-11-09,200
2019-11-10,142
2019-11-11,46
2019-11-12,47
2019-11-13,157
2019-11-14,159
2019-11-15,156
2019-11-16,97
2019-11-17,108
2019-11-18,176
2019-11-19,380
2019-11-20,166
2019-11-21,164
2019-11-22,164
2019-11-23,172
2019-11-24,161
2019-11-25,154
2019-11-26,195
2019-11-27,147
2019-11-28,144
2019-11-29,259
2019-11-30,291
2019-12-01,160
2019-12-02,115
2019-12-03,88
2019-12-04,89
2019-12-05,60
2019-12-06,46
2019-12-07,44
2019-12-08,32
2019-12-09,84
2019-12-10,45
2019-12-11,80
2019-12-12,166
2019-12-13,54
2019-12-14,60
2019-12-15,49
2019-12-16,135
2019-12-17,147
2019-12-18,No data
2019-12-19,No data
2019-12-20,No data
2019-12-21,No data
2019-12-22,No data
2019-12-23,No data
2019-12-24,No data
2019-12-25,No data
2019-12-26,No data
2019-12-27,No data
2019-12-28,No data
2019-12-29,No data
2019-12-30,No data
2019-12-31,167
2020-01-01,82
2020-01-02,40
2020-01-03,45
2020-01-04,39
2020-01-05,42
2020-01-06,47
2020-01-07,41
2020-01-08,97
2020-01-09,94
2020-01-10,95
2020-01-11,31
2020-01-12,69
2020-01-13,61
2020-01-14,63
2020-01-15,56
2020-01-16,66
2020-01-17,86
2020-01-18,57
2020-01-19,126
2020-01-20,50
2020-01-21,76
2020-01-22,139
2020-01-23,78
2020-01-24,64
2020-01-25,81
2020-01-26,69
2020-01-27,102
2020-01-28,49
2020-01-29,44
2020-01-30,49
2020-01-31,43
2020-02-01,33
2020-02-02,67
2020-02-03,31
2020-02-04,95
2020-02-05,166
2020-02-06,182
2020-02-07,187
2020-02-08,45
2020-02-09,19
2020-02-10,42
2020-02-11,34
2020-02-12,82
2020-02-13,100
2020-02-14,94
2020-02-15,52
2020-02-16,31
2020-02-17,39
2020-02-18,45
2020-02-19,57
2020-02-20,40
2020-02-21,39
2020-02-22,29
2020-02-23,39
2020-02-24,78
2020-02-25,62
2020-02-26,62
2020-02-27,59
2020-02-28,89
2020-02-29,36
2020-03-01,40
2020-03-02,77
2020-03-03,62
2020-03-04,214
2020-03-05,291
2020-03-06,238
2020-03-07,42
2020-03-08,46
2020-03-09,50
2020-03-10,43
2020-03-11,49
2020-03-12,42
2020-03-13,108
2020-03-14,63
2020-03-15,31
2020-03-16,61
2020-03-17,45
2020-03-18,58
2020-03-19,167
2020-03-20,150
2020-03-21,56
2020-03-22,59
2020-03-23,117
2020-03-24,89
2020-03-25,89
2020-03-26,135
2020-03-27,84
2020-03-28,35
2020-03-29,25
2020-03-30,49
2020-03-31,80
2020-04-01,31
2020-04-02,20
2020-04-03,33
2020-04-04,34
2020-04-05,26
2020-04-06,32
2020-04-07,75
2020-04-08,90
2020-04-09,78
2020-04-10,56
2020-04-11,34
2020-04-12,42
2020-04-13,52
2020-04-14,72
2020-04-15,73
2020-04-16,77
2020-04-17,52
2020-04-18,71
2020-04-19,40
2020-04-20,61
2020-04-21,57
2020-04-22,73
2020-04-23,104
2020-04-24,94
2020-04-25,50
2020-04-26,30
2020-04-27,58
2020-04-28,97
2020-04-29,83
2020-04-30,44
2020-05-01,No data
2020-05-02,No data
2020-05-03,No data
2020-05-04,No data
2020-05-05,No data
2020-05-06,No data
2020-05-07,No data
2020-05-08,No data
2020-05-09,No data
2020-05-10,No data
2020-05-11,No data
2020-05-12,No data
2020-05-13,No data
2020-05-14,No data
2020-05-15,No data
2020-05-16,No data
2020-05-17,No data
2020-05-18,No data
2020-05-19,No data
2020-05-20,No data
2020-05-21,No data
2020-05-22,No data
2020-05-23,No data
2020-05-24,No data
2020-05-25,No data
2020-05-26,No data
2020-05-27,No data
2020-05-28,No data
2020-05-29,No data
2020-05-30,No data
2020-05-31,No data
2020-06-01,No data
2020-06-02,No data
2020-06-03,No data
2020-06-04,No data
2020-06-05,No data
2020-06-06,No data
2020-06-07,No data
2020-06-08,No data
2020-06-09,No data
2020-06-10,No data
2020-06-11,No data
2020-06-12,No data
2020-06-13,No data
2020-06-14,No data
2020-06-15,No data
2020-06-16,No data
2020-06-17,No data
2020-06-18,No data
2020-06-19,No data
2020-06-20,No data
2020-06-21,No data
2020-06-22,No data
2020-06-23,No data
2020-06-24,No data
2020-06-25,No data
2020-06-26,No data
2020-06-27,No data
2020-06-28,No data
2020-06-29,No data
2020-06-30,No data
2020-07-01,106
2020-07-02,132
2020-07-03,42
2020-07-04,39
2020-07-05,23
2020-07-06,43
2020-07-07,72
2020-07-08,122
2020-07-09,158
2020-07-10,61
2020-07-11,51
2020-07-12,62
2020-07-13,51
2020-07-14,44
2020-07-15,46
2020-07-16,44
2020-07-17,44
2020-07-18,39
2020-07-19,32
2020-07-20,47
2020-07-21,56
2020-07-22,No data
2020-07-23,No data
2020-07-24,No data
2020-07-25,No data
2020-07-26,No data
2020-07-27,No data
2020-07-28,No data
2020-07-29,50
2020-07-30,135
2020-07-31,82
2020-08-01,41
2020-08-02,34
2020-08-03,49
2020-08-04,47
2020-08-05,37
2020-08-06,86
2020-08-07,75
2020-08-08,99
2020-08-09,90
2020-08-10,134
2020-08-11,128
2020-08-12,121
2020-08-13,No data
2020-08-14,No data
2020-08-15,140
2020-08-16,107
2020-08-17,118
2020-08-18,88
2020-08-19,108
2020-08-20,47
2020-08-21,38
2020-08-22,37
2020-08-23,29
2020-08-24,73
2020-08-25,51
2020-08-26,59
2020-08-27,116
2020-08-28,115
2020-08-29,52
2020-08-30,94
2020-08-31,113
2020-09-01,151
2020-09-02,78
2020-09-03,41
2020-09-04,58
2020-09-05,35
2020-09-06,50
2020-09-07,59
2020-09-08,56
2020-09-09,51
2020-09-10,90
2020-09-11,64
2020-09-12,43
2020-09-13,28
2020-09-14,139
2020-09-15,186
2020-09-16,145
2020-09-17,131
2020-09-18,136
2020-09-19,117
2020-09-20,98
2020-09-21,89
2020-09-22,73
2020-09-23,96
2020-09-24,147
2020-09-25,41
2020-09-26,55
2020-09-27,112
2020-09-28,178
2020-09-29,114
2020-09-30,103
2020-10-01,138
2020-10-02,173
2020-10-03,85
2020-10-04,88
2020-10-05,51
2020-10-06,57
2020-10-07,56
2020-10-08,79
2020-10-09,51
2020-10-10,53
2020-10-11,72
2020-10-12,72
2020-10-13,107
2020-10-14,173
2020-10-15,134
2020-10-16,154
2020-10-17,127
2020-10-18,105
2020-10-19,82
2020-10-20,79
2020-10-21,120
2020-10-22,65
2020-10-23,100
2020-10-24,63
2020-10-25,43
2020-10-26,44
2020-10-27,82
2020-10-28,No data
2020-10-29,No data
2020-10-30,98
2020-10-31,47
2020-11-01,26
2020-11-02,40
2020-11-03,59
2020-11-04,84
2020-11-05,66
2020-11-06,188
2020-11-07,160
2020-11-08,156
2020-11-09,182
2020-11-10,116
2020-11-11,62
2020-11-12,53
2020-11-13,60
2020-11-14,51
2020-11-15,25
2020-11-16,47
2020-11-17,40
2020-11-18,36
2020-11-19,77
2020-11-20,78
2020-11-21,39
2020-11-22,48
2020-11-23,75
2020-11-24,49
2020-11-25,77
2020-11-26,180
2020-11-27,279
2020-11-28,228
2020-11-29,109
2020-11-30,40
2020-12-01,101
2020-12-02,79
2020-12-03,142
2020-12-04,77
2020-12-05,132
2020-12-06,100
2020-12-07,117
2020-12-08,94
2020-12-09,116
2020-12-10,125
2020-12-11,193
2020-12-12,87
2020-12-13,67
2020-12-14,55
2020-12-15,116
2020-12-16,81
2020-12-17,68
2020-12-18,50
2020-12-19,48
2020-12-20,46
2020-12-21,166
2020-12-22,176
2020-12-23,144
2020-12-24,49
2020-12-25,43
2020-12-26,28
2020-12-27,43
2020-12-28,106
2020-12-29,66
2020-12-30,182
2020-12-31,214
2021-01-01,45
2021-01-02,88
2021-01-03,96
2021-01-04,144
2021-01-05,138
2021-01-06,114
2021-01-07,138
2021-01-08,129
2021-01-09,121
2021-01-10,41
2021-01-11,39
2021-01-12,98
2021-01-13,215
2021-01-14,131
2021-01-15,282
2021-01-16,49
2021-01-17,23
2021-01-18,58
2021-01-19,55
2021-01-20,51
2021-01-21,38
2021-01-22,75
2021-01-23,79
2021-01-24,129
2021-01-25,48
2021-01-26,125
2021-01-27,107
2021-01-28,179
2021-01-29,58
2021-01-30,81
2021-01-31,121
2021-02-01,191
2021-02-02,149
2021-02-03,151
2021-02-04,164
2021-02-05,172
2021-02-06,93
2021-02-07,62
2021-02-08,149
2021-02-09,174
2021-02-10,176
2021-02-11,141
2021-02-12,97
2021-02-13,50
2021-02-14,39
2021-02-15,107
2021-02-16,52
2021-02-17,53
2021-02-18,43
2021-02-19,47
2021-02-20,32
2021-02-21,62
2021-02-22,110
2021-02-23,47
2021-02-24,No data
2021-02-25,No data
2021-02-26,75
2021-02-27,113
2021-02-28,194
2021-03-01,181
2021-03-02,154
2021-03-03,195
2021-03-04,148
2021-03-05,171
2021-03-06,90
2021-03-07,57
2021-03-08,45
2021-03-09,73
2021-03-10,38
2021-03-11,34
2021-03-12,49
2021-03-13,30
2021-03-14,27
2021-03-15,52
2021-03-16,79
2021-03-17,125
2021-03-18,105
2021-03-19,109
2021-03-20,43
2021-03-21,48
2021-03-22,45
2021-03-23,53
2021-03-24,53
2021-03-25,47
2021-03-26,43
2021-03-27,29
2021-03-28,18
2021-03-29,33
2021-03-30,75
2021-03-31,94
2021-04-01,164
2021-04-02,104
2021-04-03,131
2021-04-04,60
2021-04-05,30
2021-04-06,47
2021-04-07,51
2021-04-08,44
2021-04-09,80
2021-04-10,129
2021-04-11,57
2021-04-12,102
2021-04-13,113
2021-04-14,158
2021-04-15,162
2021-04-16,160
2021-04-17,136
2021-04-18,119
2021-04-19,150
2021-04-20,124
2021-04-21,151
2021-04-22,141
2021-04-23,153
2021-04-24,115
2021-04-25,82
2021-04-26,108
2021-04-27,116
2021-04-28,149
2021-04-29,124
2021-04-30,157
2021-05-01,102
2021-05-02,77
2021-05-03,50
2021-05-04,46
2021-05-05,60
2021-05-06,61
2021-05-07,100
2021-05-08,90
2021-05-09,51
2021-05-10,63
2021-05-11,108
2021-05-12,96
2021-05-13,140
2021-05-14,126
2021-05-15,119
2021-05-16,92
2021-05-17,89
2021-05-18,55
2021-05-19,55
2021-05-20,80
2021-05-21,64
2021-05-22,40
2021-05-23,38
2021-05-24,51
2021-05-25,48
2021-05-26,59
2021-05-27,98
2021-05-28,158
2021-05-29,115
2021-05-30,96
2021-05-31,78
2021-06-01,122
2021-06-02,127
2021-06-03,108
2021-06-04,68
2021-06-05,74
2021-06-06,54
2021-06-07,84
2021-06-08,61
2021-06-09,58
2021-06-10,49
2021-06-11,39
2021-06-12,38
2021-06-13,52
2021-06-14,39
2021-06-15,66
2021-06-16,51
2021-06-17,53
2021-06-18,141
2021-06-19,79
2021-06-20,116
2021-06-21,128
2021-06-22,96
2021-06-23,54
2021-06-24,45
2021-06-25,95
2021-06-26,108
2021-06-27,107
2021-06-28,128
2021-06-29,120
2021-06-30,126
2021-07-01,118
2021-07-02,111
2021-07-03,102
2021-07-04,77
2021-07-05,74
2021-07-06,64
2021-07-07,51
2021-07-08,46
2021-07-09,69
2021-07-10,124
2021-07-11,82
2021-07-12,95
2021-07-13,90
2021-07-14,56
2021-07-15,106
2021-07-16,77
2021-07-17,67
2021-07-18,55
2021-07-19,77
2021-07-20,93
2021-07-21,105
2021-07-22,128
2021-07-23,100
2021-07-24,112
2021-07-25,103
2021-07-26,64
2021-07-27,58
2021-07-28,51
2021-07-29,45
2021-07-30,136
2021-07-31,41
2021-08-01,109
2021-08-02,91
2021-08-03,80
2021-08-04,91
2021-08-05,75
2021-08-06,56
2021-08-07,44
2021-08-08,26
2021-08-09,56
2021-08-10,48
2021-08-11,56
2021-08-12,No data
2021-08-13,44
2021-08-14,42
2021-08-15,39
2021-08-16,No data
2021-08-17,No data
2021-08-18,37
2021-08-19,64
2021-08-20,85
2021-08-21,96
2021-08-22,71
2021-08-23,138
2021-08-24,142
2021-08-25,116
2021-08-26,97
2021-08-27,103
2021-08-28,74
2021-08-29,93
2021-08-30,93
2021-08-31,115
2021-09-01,113
2021-09-02,133
2021-09-03,161
2021-09-04,131
2021-09-05,94
2021-09-06,88
2021-09-07,141
2021-09-08,152
2021-09-09,120
2021-09-10,82
2021-09-11,36
2021-09-12,98
2021-09-13,131
2021-09-14,123
2021-09-15,78
2021-09-16,71
2021-09-17,100
2021-09-18,121
2021-09-19,49
2021-09-20,80
2021-09-21,55
2021-09-22,52
2021-09-23,35
2021-09-24,44
2021-09-25,97
2021-09-26,61
2021-09-27,44
2021-09-28,75
2021-09-29,42
2021-09-30,47
2021-10-01,44
2021-10-02,76
2021-10-03,36
2021-10-04,69
2021-10-05,44
2021-10-06,61
2021-10-07,46
2021-10-08,104
2021-10-09,94
2021-10-10,43
2021-10-11,81
2021-10-12,120
2021-10-13,52
2021-10-14,41
2021-10-15,166
2021-10-16,127
2021-10-17,44
2021-10-18,118
2021-10-19,65
2021-10-20,70
2021-10-21,49
2021-10-22,50
2021-10-23,52
2021-10-24,38
2021-10-25,58
2021-10-26,44
2021-10-27,28
2021-10-28,44
2021-10-29,67
2021-10-30,66
2021-10-31,46
2021-11-01,45
2021-11-02,No data
2021-11-03,No data
2021-11-04,No data
2021-11-05,No data
2021-11-06,No data
2021-11-07,No data
2021-11-08,No data
2021-11-09,55
2021-11-10,106
2021-11-11,90
2021-11-12,41
2021-11-13,61
2021-11-14,148
2021-11-15,142
2021-11-16,87
2021-11-17,49
2021-11-18,44
2021-11-19,47
2021-11-20,43
2021-11-21,57
2021-11-22,112
2021-11-23,90
2021-11-24,65
2021-11-25,64
2021-11-26,45
2021-11-27,36
2021-11-28,97
2021-11-29,153
2021-11-30,35
2021-12-01,57
2021-12-02,71
2021-12-03,85
2021-12-04,43
2021-12-05,61
2021-12-06,80
2021-12-07,89
2021-12-08,44
2021-12-09,82
2021-12-10,53
2021-12-11,63
2021-12-12,53
2021-12-13,123
2021-12-14,76
2021-12-15,71
2021-12-16,116
2021-12-17,296
2021-12-18,171
2021-12-19,231
2021-12-20,180
2021-12-21,138
2021-12-22,239
2021-12-23,103
2021-12-24,121
2021-12-25,53
2021-12-26,125
2021-12-27,139
2021-12-28,71
2021-12-29,55
2021-12-30,36
2021-12-31,39
2022-01-01,25
2022-01-02,31
2022-01-03,36
2022-01-04,54
2022-01-05,85
2022-01-06,98
2022-01-07,60
2022-01-08,45
2022-01-09,45
2022-01-10,118
2022-01-11,102
2022-01-12,53
2022-01-13,44
2022-01-14,177
2022-01-15,306
2022-01-16,55
2022-01-17,154
2022-01-18,204
2022-01-19,52
2022-01-20,83
2022-01-21,97
2022-01-22,49
2022-01-23,61
2022-01-24,119
2022-01-25,81
2022-01-26,43
2022-01-27,38
2022-01-28,76
2022-01-29,26
2022-01-30,61
2022-01-31,40
2022-02-01,29
2022-02-02,43
2022-02-03,53
2022-02-04,41
2022-02-05,33
2022-02-06,23
2022-02-07,73
2022-02-08,44
2022-02-09,48
2022-02-10,48
2022-02-11,127
2022-02-12,29
2022-02-13,45
2022-02-14,47
2022-02-15,51
2022-02-16,28
2022-02-17,48
2022-02-18,37
2022-02-19,82
2022-02-20,23
2022-02-21,34
2022-02-22,37
2022-02-23,35
2022-02-24,42
2022-02-25,70
2022-02-26,70
2022-02-27,71
2022-02-28,81
2022-03-01,143
2022-03-02,104
2022-03-03,193
2022-03-04,75
2022-03-05,74
2022-03-06,137
2022-03-07,No data
2022-03-08,No data
2022-03-09,No data
2022-03-10,No data
2022-03-11,No data
2022-03-12,No data
2022-03-13,No data
2022-03-14,No data
2022-03-15,No data
2022-03-16,No data
2022-03-17,No data
2022-03-18,No data
2022-03-19,No data
2022-03-20,No data
2022-03-21,No data
2022-03-22,No data
2022-03-23,No data
2022-03-24,No data
2022-03-25,No data
2022-03-26,No data
2022-03-27,No data
2022-03-28,No data
2022-03-29,No data
2022-03-30,147
2022-03-31,100
2022-04-01,119
2022-04-02,152
2022-04-03,53
2022-04-04,26
2022-04-05,29
2022-04-06,35
2022-04-07,35
2022-04-08,92
2022-04-09,54
2022-04-10,98
2022-04-11,89
2022-04-12,164
2022-04-13,54
2022-04-14,91
2022-04-15,121
2022-04-16,89
2022-04-17,61
2022-04-18,43
2022-04-19,No data
2022-04-20,No data
2022-04-21,No data
2022-04-22,88
2022-04-23,81
2022-04-24,76
2022-04-25,130
2022-04-26,132
2022-04-27,146
2022-04-28,158
2022-04-29,156
2022-04-30,94
2022-05-01,61
2022-05-02,105
2022-05-03,128
2022-05-04,50
2022-05-05,52
2022-05-06,57
2022-05-07,104
2022-05-08,68
2022-05-09,56
2022-05-10,36
2022-05-11,39
2022-05-12,38
2022-05-13,35
2022-05-14,62
2022-05-15,76
2022-05-16,97
2022-05-17,58
2022-05-18,41
2022-05-19,53
2022-05-20,54
2022-05-21,53
2022-05-22,36
2022-05-23,41
2022-05-24,37
2022-05-25,37
2022-05-26,35
2022-05-27,32
2022-05-28,99
2022-05-29,77
2022-05-30,59
2022-05-31,77
2022-06-01,109
2022-06-02,103
2022-06-03,98
2022-06-04,82
2022-06-05,114
2022-06-06,80
2022-06-07,92
2022-06-08,49
2022-06-09,43
2022-06-10,37
2022-06-11,30
2022-06-12,24
2022-06-13,39
2022-06-14,71
2022-06-15,77
2022-06-16,77
2022-06-17,39
2022-06-18,37
2022-06-19,64
2022-06-20,57
2022-06-21,54
2022-06-22,63
2022-06-23,84
2022-06-24,63
2022-06-25,52
2022-06-26,32
2022-06-27,46
2022-06-28,46
2022-06-29,61
2022-06-30,64
2022-07-01,42
2022-07-02,33
2022-07-03,31
2022-07-04,29
2022-07-05,34
2022-07-06,26
2022-07-07,34
2022-07-08,34
2022-07-09,32
2022-07-10,41
2022-07-11,76
2022-07-12,43
2022-07-13,34
2022-07-14,34
2022-07-15,33
2022-07-16,52
2022-07-17,61
2022-07-18,89
2022-07-19,83
2022-07-20,43
2022-07-21,98
2022-07-22,99
2022-07-23,45
2022-07-24,24
2022-07-25,43
2022-07-26,85
2022-07-27,92
2022-07-28,88
2022-07-29,81
2022-07-30,49
2022-07-31,56
2022-08-01,No data
2022-08-02,No data
2022-08-03,41
2022-08-04,39
2022-08-05,48
2022-08-06,52
2022-08-07,36
2022-08-08,55
2022-08-09,102
2022-08-10,109
2022-08-11,120
2022-08-12,121
2022-08-13,102
2022-08-14,96
2022-08-15,72
2022-08-16,65
2022-08-17,No data
2022-08-18,No data
2022-08-19,44
2022-08-20,28
2022-08-21,49
2022-08-22,79
2022-08-23,83
2022-08-24,56
2022-08-25,53
2022-08-26,96
2022-08-27,82
2022-08-28,93
2022-08-29,113
2022-08-30,101
2022-08-31,107
