Date,Nox
2019-10-19,49
2019-10-20,35
2019-10-21,83
2019-10-22,77
2019-10-23,97
2019-10-24,116
2019-10-25,87
2019-10-26,71
2019-10-27,20
2019-10-28,95
2019-10-29,97
2019-10-30,99
2019-10-31,200
2019-11-01,76
2019-11-02,64
2019-11-03,82
2019-11-04,95
2019-11-05,73
2019-11-06,108
2019-11-07,40
2019-11-08,55
2019-11-09,107
2019-11-10,69
2019-11-11,37
2019-11-12,31
2019-11-13,102
2019-11-14,47
2019-11-15,77
2019-11-16,81
2019-11-17,59
2019-11-18,97
2019-11-19,238
2019-11-20,130
2019-11-21,76
2019-11-22,80
2019-11-23,66
2019-11-24,84
2019-11-25,83
2019-11-26,82
2019-11-27,90
2019-11-28,73
2019-11-29,154
2019-11-30,257
2019-12-01,92
2019-12-02,75
2019-12-03,127
2019-12-04,102
2019-12-05,47
2019-12-06,29
2019-12-07,31
2019-12-08,13
2019-12-09,55
2019-12-10,32
2019-12-11,66
2019-12-12,81
2019-12-13,43
2019-12-14,29
2019-12-15,35
2019-12-16,85
2019-12-17,261
2019-12-18,80
2019-12-19,43
2019-12-20,106
2019-12-21,84
2019-12-22,56
2019-12-23,34
2019-12-24,47
2019-12-25,29
2019-12-26,42
2019-12-27,53
2019-12-28,28
2019-12-29,29
2019-12-30,122
2019-12-31,124
2020-01-01,43
2020-01-02,26
2020-01-03,34
2020-01-04,25
2020-01-05,21
2020-01-06,28
2020-01-07,34
2020-01-08,64
2020-01-09,57
2020-01-10,63
2020-01-11,21
2020-01-12,46
2020-01-13,31
2020-01-14,30
2020-01-15,35
2020-01-16,37
2020-01-17,70
2020-01-18,31
2020-01-19,52
2020-01-20,64
2020-01-21,91
2020-01-22,206
2020-01-23,129
2020-01-24,54
2020-01-25,41
2020-01-26,46
2020-01-27,59
2020-01-28,34
2020-01-29,32
2020-01-30,37
2020-01-31,26
2020-02-01,19
2020-02-02,31
2020-02-03,23
2020-02-04,63
2020-02-05,160
2020-02-06,156
2020-02-07,107
2020-02-08,25
2020-02-09,11
2020-02-10,20
2020-02-11,20
2020-02-12,41
2020-02-13,54
2020-02-14,59
2020-02-15,20
2020-02-16,12
2020-02-17,25
2020-02-18,No data
2020-02-19,No data
2020-02-20,26
2020-02-21,22
2020-02-22,15
2020-02-23,26
2020-02-24,35
2020-02-25,37
2020-02-26,40
2020-02-27,40
2020-02-28,54
2020-02-29,19
2020-03-01,16
2020-03-02,70
2020-03-03,50
2020-03-04,158
2020-03-05,150
2020-03-06,102
2020-03-07,27
2020-03-08,22
2020-03-09,27
2020-03-10,25
2020-03-11,32
2020-03-12,22
2020-03-13,48
2020-03-14,31
2020-03-15,15
2020-03-16,38
2020-03-17,30
2020-03-18,40
2020-03-19,78
2020-03-20,48
2020-03-21,44
2020-03-22,38
2020-03-23,95
2020-03-24,46
2020-03-25,71
2020-03-26,82
2020-03-27,48
2020-03-28,23
2020-03-29,18
2020-03-30,28
2020-03-31,42
2020-04-01,24
2020-04-02,13
2020-04-03,34
2020-04-04,23
2020-04-05,15
2020-04-06,25
2020-04-07,64
2020-04-08,58
2020-04-09,31
2020-04-10,28
2020-04-11,23
2020-04-12,33
2020-04-13,10
2020-04-14,40
2020-04-15,75
2020-04-16,61
2020-04-17,22
2020-04-18,16
2020-04-19,18
2020-04-20,21
2020-04-21,17
2020-04-22,28
2020-04-23,29
2020-04-24,45
2020-04-25,27
2020-04-26,47
2020-04-27,28
2020-04-28,29
2020-04-29,48
2020-04-30,23
2020-05-01,21
2020-05-02,17
2020-05-03,38
2020-05-04,29
2020-05-05,28
2020-05-06,52
2020-05-07,59
2020-05-08,34
2020-05-09,34
2020-05-10,17
2020-05-11,42
2020-05-12,32
2020-05-13,31
2020-05-14,39
2020-05-15,23
2020-05-16,15
2020-05-17,17
2020-05-18,22
2020-05-19,32
2020-05-20,52
2020-05-21,39
2020-05-22,14
2020-05-23,10
2020-05-24,12
2020-05-25,28
2020-05-26,28
2020-05-27,30
2020-05-28,38
2020-05-29,44
2020-05-30,31
2020-05-31,27
2020-06-01,41
2020-06-02,40
2020-06-03,43
2020-06-04,38
2020-06-05,24
2020-06-06,17
2020-06-07,24
2020-06-08,41
2020-06-09,61
2020-06-10,43
2020-06-11,24
2020-06-12,26
2020-06-13,38
2020-06-14,31
2020-06-15,44
2020-06-16,49
2020-06-17,44
2020-06-18,44
2020-06-19,37
2020-06-20,20
2020-06-21,13
2020-06-22,26
2020-06-23,31
2020-06-24,44
2020-06-25,44
2020-06-26,58
2020-06-27,20
2020-06-28,7
2020-06-29,17
2020-06-30,32
2020-07-01,44
2020-07-02,53
2020-07-03,20
2020-07-04,16
2020-07-05,6
2020-07-06,16
2020-07-07,39
2020-07-08,37
2020-07-09,46
2020-07-10,32
2020-07-11,22
2020-07-12,27
2020-07-13,33
2020-07-14,No data
2020-07-15,30
2020-07-16,25
2020-07-17,32
2020-07-18,24
2020-07-19,14
2020-07-20,24
2020-07-21,42
2020-07-22,43
2020-07-23,30
2020-07-24,28
2020-07-25,21
2020-07-26,13
2020-07-27,22
2020-07-28,17
2020-07-29,29
2020-07-30,62
2020-07-31,52
2020-08-01,No data
2020-08-02,No data
2020-08-03,38
2020-08-04,41
2020-08-05,21
2020-08-06,38
2020-08-07,47
2020-08-08,35
2020-08-09,17
2020-08-10,39
2020-08-11,41
2020-08-12,No data
2020-08-13,No data
2020-08-14,No data
2020-08-15,No data
2020-08-16,No data
2020-08-17,No data
2020-08-18,50
2020-08-19,55
2020-08-20,27
2020-08-21,15
2020-08-22,14
2020-08-23,14
2020-08-24,30
2020-08-25,22
2020-08-26,40
2020-08-27,72
2020-08-28,50
2020-08-29,29
2020-08-30,44
2020-08-31,64
2020-09-01,94
2020-09-02,50
2020-09-03,25
2020-09-04,28
2020-09-05,21
2020-09-06,24
2020-09-07,45
2020-09-08,28
2020-09-09,23
2020-09-10,49
2020-09-11,28
2020-09-12,20
2020-09-13,16
2020-09-14,79
2020-09-15,101
2020-09-16,49
2020-09-17,54
2020-09-18,49
2020-09-19,29
2020-09-20,24
2020-09-21,112
2020-09-22,76
2020-09-23,39
2020-09-24,53
2020-09-25,23
2020-09-26,26
2020-09-27,31
2020-09-28,83
2020-09-29,91
2020-09-30,43
2020-10-01,106
2020-10-02,55
2020-10-03,51
2020-10-04,27
2020-10-05,33
2020-10-06,43
2020-10-07,35
2020-10-08,47
2020-10-09,31
2020-10-10,25
2020-10-11,37
2020-10-12,50
2020-10-13,47
2020-10-14,70
2020-10-15,83
2020-10-16,77
2020-10-17,58
2020-10-18,50
2020-10-19,53
2020-10-20,44
2020-10-21,61
2020-10-22,32
2020-10-23,66
2020-10-24,24
2020-10-25,20
2020-10-26,31
2020-10-27,43
2020-10-28,28
2020-10-29,30
2020-10-30,52
2020-10-31,19
2020-11-01,12
2020-11-02,19
2020-11-03,37
2020-11-04,100
2020-11-05,98
2020-11-06,148
2020-11-07,106
2020-11-08,106
2020-11-09,97
2020-11-10,71
2020-11-11,41
2020-11-12,29
2020-11-13,33
2020-11-14,30
2020-11-15,14
2020-11-16,27
2020-11-17,23
2020-11-18,19
2020-11-19,54
2020-11-20,51
2020-11-21,26
2020-11-22,27
2020-11-23,62
2020-11-24,39
2020-11-25,66
2020-11-26,159
2020-11-27,272
2020-11-28,187
2020-11-29,81
2020-11-30,33
2020-12-01,82
2020-12-02,72
2020-12-03,68
2020-12-04,52
2020-12-05,93
2020-12-06,74
2020-12-07,89
2020-12-08,68
2020-12-09,81
2020-12-10,63
2020-12-11,114
2020-12-12,96
2020-12-13,36
2020-12-14,50
2020-12-15,70
2020-12-16,49
2020-12-17,43
2020-12-18,21
2020-12-19,24
2020-12-20,25
2020-12-21,71
2020-12-22,151
2020-12-23,59
2020-12-24,35
2020-12-25,22
2020-12-26,7
2020-12-27,19
2020-12-28,46
2020-12-29,46
2020-12-30,71
2020-12-31,82
2021-01-01,27
2021-01-02,49
2021-01-03,43
2021-01-04,53
2021-01-05,78
2021-01-06,96
2021-01-07,92
2021-01-08,87
2021-01-09,100
2021-01-10,30
2021-01-11,22
2021-01-12,68
2021-01-13,163
2021-01-14,68
2021-01-15,87
2021-01-16,35
2021-01-17,18
2021-01-18,39
2021-01-19,37
2021-01-20,20
2021-01-21,25
2021-01-22,46
2021-01-23,49
2021-01-24,83
2021-01-25,32
2021-01-26,95
2021-01-27,120
2021-01-28,77
2021-01-29,37
2021-01-30,25
2021-01-31,67
2021-02-01,90
2021-02-02,130
2021-02-03,108
2021-02-04,80
2021-02-05,86
2021-02-06,27
2021-02-07,13
2021-02-08,29
2021-02-09,46
2021-02-10,83
2021-02-11,90
2021-02-12,60
2021-02-13,28
2021-02-14,20
2021-02-15,54
2021-02-16,36
2021-02-17,33
2021-02-18,23
2021-02-19,23
2021-02-20,18
2021-02-21,36
2021-02-22,73
2021-02-23,25
2021-02-24,18
2021-02-25,40
2021-02-26,73
2021-02-27,98
2021-02-28,100
2021-03-01,99
2021-03-02,65
2021-03-03,77
2021-03-04,55
2021-03-05,62
2021-03-06,96
2021-03-07,34
2021-03-08,42
2021-03-09,41
2021-03-10,22
2021-03-11,18
2021-03-12,20
2021-03-13,13
2021-03-14,11
2021-03-15,37
2021-03-16,50
2021-03-17,83
2021-03-18,48
2021-03-19,51
2021-03-20,25
2021-03-21,26
2021-03-22,41
2021-03-23,31
2021-03-24,32
2021-03-25,31
2021-03-26,21
2021-03-27,16
2021-03-28,10
2021-03-29,18
2021-03-30,87
2021-03-31,73
2021-04-01,31
2021-04-02,40
2021-04-03,41
2021-04-04,21
2021-04-05,20
2021-04-06,29
2021-04-07,32
2021-04-08,25
2021-04-09,46
2021-04-10,50
2021-04-11,33
2021-04-12,61
2021-04-13,60
2021-04-14,66
2021-04-15,90
2021-04-16,101
2021-04-17,72
2021-04-18,59
2021-04-19,86
2021-04-20,86
2021-04-21,41
2021-04-22,83
2021-04-23,89
2021-04-24,63
2021-04-25,26
2021-04-26,56
2021-04-27,60
2021-04-28,36
2021-04-29,65
2021-04-30,61
2021-05-01,52
2021-05-02,40
2021-05-03,22
2021-05-04,20
2021-05-05,36
2021-05-06,36
2021-05-07,55
2021-05-08,47
2021-05-09,18
2021-05-10,27
2021-05-11,52
2021-05-12,45
2021-05-13,55
2021-05-14,57
2021-05-15,51
2021-05-16,37
2021-05-17,46
2021-05-18,42
2021-05-19,32
2021-05-20,52
2021-05-21,24
2021-05-22,26
2021-05-23,18
2021-05-24,35
2021-05-25,25
2021-05-26,39
2021-05-27,62
2021-05-28,83
2021-05-29,66
2021-05-30,37
2021-05-31,29
2021-06-01,60
2021-06-02,50
2021-06-03,48
2021-06-04,52
2021-06-05,44
2021-06-06,31
2021-06-07,49
2021-06-08,53
2021-06-09,39
2021-06-10,26
2021-06-11,20
2021-06-12,22
2021-06-13,26
2021-06-14,25
2021-06-15,40
2021-06-16,35
2021-06-17,47
2021-06-18,55
2021-06-19,38
2021-06-20,31
2021-06-21,58
2021-06-22,52
2021-06-23,31
2021-06-24,32
2021-06-25,47
2021-06-26,46
2021-06-27,28
2021-06-28,51
2021-06-29,53
2021-06-30,46
2021-07-01,46
2021-07-02,52
2021-07-03,52
2021-07-04,31
2021-07-05,34
2021-07-06,26
2021-07-07,39
2021-07-08,30
2021-07-09,39
2021-07-10,49
2021-07-11,33
2021-07-12,51
2021-07-13,43
2021-07-14,28
2021-07-15,41
2021-07-16,65
2021-07-17,41
2021-07-18,21
2021-07-19,48
2021-07-20,56
2021-07-21,46
2021-07-22,56
2021-07-23,50
2021-07-24,33
2021-07-25,30
2021-07-26,39
2021-07-27,38
2021-07-28,29
2021-07-29,22
2021-07-30,53
2021-07-31,17
2021-08-01,31
2021-08-02,61
2021-08-03,46
2021-08-04,60
2021-08-05,41
2021-08-06,26
2021-08-07,21
2021-08-08,12
2021-08-09,27
2021-08-10,35
2021-08-11,39
2021-08-12,28
2021-08-13,22
2021-08-14,31
2021-08-15,18
2021-08-16,15
2021-08-17,18
2021-08-18,16
2021-08-19,43
2021-08-20,67
2021-08-21,52
2021-08-22,30
2021-08-23,47
2021-08-24,47
2021-08-25,50
2021-08-26,40
2021-08-27,56
2021-08-28,55
2021-08-29,31
2021-08-30,32
2021-08-31,48
2021-09-01,48
2021-09-02,43
2021-09-03,51
2021-09-04,54
2021-09-05,37
2021-09-06,76
2021-09-07,88
2021-09-08,66
2021-09-09,59
2021-09-10,45
2021-09-11,22
2021-09-12,36
2021-09-13,60
2021-09-14,73
2021-09-15,56
2021-09-16,110
2021-09-17,85
2021-09-18,72
2021-09-19,25
2021-09-20,No data
2021-09-21,No data
2021-09-22,54
2021-09-23,20
2021-09-24,30
2021-09-25,55
2021-09-26,25
2021-09-27,23
2021-09-28,38
2021-09-29,29
2021-09-30,27
2021-10-01,27
2021-10-02,39
2021-10-03,17
2021-10-04,37
2021-10-05,28
2021-10-06,35
2021-10-07,49
2021-10-08,56
2021-10-09,63
2021-10-10,20
2021-10-11,26
2021-10-12,49
2021-10-13,37
2021-10-14,30
2021-10-15,109
2021-10-16,84
2021-10-17,32
2021-10-18,49
2021-10-19,39
2021-10-20,52
2021-10-21,27
2021-10-22,31
2021-10-23,28
2021-10-24,17
2021-10-25,35
2021-10-26,35
2021-10-27,21
2021-10-28,20
2021-10-29,30
2021-10-30,39
2021-10-31,20
2021-11-01,27
2021-11-02,66
2021-11-03,57
2021-11-04,54
2021-11-05,58
2021-11-06,24
2021-11-07,14
2021-11-08,84
2021-11-09,38
2021-11-10,81
2021-11-11,94
2021-11-12,30
2021-11-13,51
2021-11-14,70
2021-11-15,81
2021-11-16,84
2021-11-17,36
2021-11-18,26
2021-11-19,50
2021-11-20,30
2021-11-21,39
2021-11-22,78
2021-11-23,132
2021-11-24,49
2021-11-25,45
2021-11-26,25
2021-11-27,25
2021-11-28,31
2021-11-29,68
2021-11-30,25
2021-12-01,29
2021-12-02,46
2021-12-03,63
2021-12-04,27
2021-12-05,43
2021-12-06,62
2021-12-07,42
2021-12-08,26
2021-12-09,55
2021-12-10,38
2021-12-11,52
2021-12-12,28
2021-12-13,95
2021-12-14,81
2021-12-15,114
2021-12-16,199
2021-12-17,255
2021-12-18,94
2021-12-19,75
2021-12-20,83
2021-12-21,85
2021-12-22,96
2021-12-23,79
2021-12-24,72
2021-12-25,20
2021-12-26,48
2021-12-27,56
2021-12-28,53
2021-12-29,40
2021-12-30,19
2021-12-31,27
2022-01-01,15
2022-01-02,15
2022-01-03,22
2022-01-04,31
2022-01-05,36
2022-01-06,62
2022-01-07,41
2022-01-08,25
2022-01-09,33
2022-01-10,81
2022-01-11,79
2022-01-12,120
2022-01-13,87
2022-01-14,166
2022-01-15,151
2022-01-16,35
2022-01-17,178
2022-01-18,260
2022-01-19,35
2022-01-20,48
2022-01-21,46
2022-01-22,29
2022-01-23,39
2022-01-24,67
2022-01-25,89
2022-01-26,51
2022-01-27,32
2022-01-28,57
2022-01-29,13
2022-01-30,24
2022-01-31,21
2022-02-01,14
2022-02-02,34
2022-02-03,35
2022-02-04,29
2022-02-05,21
2022-02-06,8
2022-02-07,39
2022-02-08,23
2022-02-09,40
2022-02-10,29
2022-02-11,90
2022-02-12,25
2022-02-13,17
2022-02-14,27
2022-02-15,41
2022-02-16,14
2022-02-17,30
2022-02-18,21
2022-02-19,47
2022-02-20,10
2022-02-21,19
2022-02-22,24
2022-02-23,31
2022-02-24,25
2022-02-25,45
2022-02-26,42
2022-02-27,30
2022-02-28,46
2022-03-01,53
2022-03-02,61
2022-03-03,103
2022-03-04,89
2022-03-05,46
2022-03-06,47
2022-03-07,96
2022-03-08,47
2022-03-09,35
2022-03-10,39
2022-03-11,34
2022-03-12,22
2022-03-13,20
2022-03-14,41
2022-03-15,101
2022-03-16,59
2022-03-17,34
2022-03-18,102
2022-03-19,70
2022-03-20,43
2022-03-21,124
2022-03-22,138
2022-03-23,124
2022-03-24,130
2022-03-25,125
2022-03-26,76
2022-03-27,49
2022-03-28,66
2022-03-29,67
2022-03-30,53
2022-03-31,47
2022-04-01,60
2022-04-02,74
2022-04-03,27
2022-04-04,20
2022-04-05,20
2022-04-06,19
2022-04-07,23
2022-04-08,48
2022-04-09,27
2022-04-10,51
2022-04-11,49
2022-04-12,86
2022-04-13,43
2022-04-14,108
2022-04-15,76
2022-04-16,33
2022-04-17,26
2022-04-18,32
2022-04-19,50
2022-04-20,45
2022-04-21,50
2022-04-22,33
2022-04-23,26
2022-04-24,21
2022-04-25,54
2022-04-26,55
2022-04-27,54
2022-04-28,52
2022-04-29,73
2022-04-30,57
2022-05-01,44
2022-05-02,45
2022-05-03,60
2022-05-04,34
2022-05-05,32
2022-05-06,48
2022-05-07,40
2022-05-08,36
2022-05-09,29
2022-05-10,17
2022-05-11,27
2022-05-12,26
2022-05-13,21
2022-05-14,40
2022-05-15,30
2022-05-16,45
2022-05-17,33
2022-05-18,28
2022-05-19,46
2022-05-20,44
2022-05-21,27
2022-05-22,17
2022-05-23,23
2022-05-24,25
2022-05-25,22
2022-05-26,19
2022-05-27,16
2022-05-28,34
2022-05-29,29
2022-05-30,37
2022-05-31,52
2022-06-01,49
2022-06-02,48
2022-06-03,31
2022-06-04,28
2022-06-05,32
2022-06-06,48
2022-06-07,47
2022-06-08,27
2022-06-09,28
2022-06-10,22
2022-06-11,15
2022-06-12,9
2022-06-13,25
2022-06-14,51
2022-06-15,63
2022-06-16,42
2022-06-17,30
2022-06-18,22
2022-06-19,28
2022-06-20,38
2022-06-21,46
2022-06-22,36
2022-06-23,52
2022-06-24,39
2022-06-25,15
2022-06-26,14
2022-06-27,34
2022-06-28,24
2022-06-29,32
2022-06-30,44
2022-07-01,26
2022-07-02,18
2022-07-03,15
2022-07-04,18
2022-07-05,17
2022-07-06,13
2022-07-07,25
2022-07-08,21
2022-07-09,18
2022-07-10,21
2022-07-11,53
2022-07-12,44
2022-07-13,20
2022-07-14,29
2022-07-15,26
2022-07-16,29
2022-07-17,34
2022-07-18,70
2022-07-19,49
2022-07-20,30
2022-07-21,43
2022-07-22,42
2022-07-23,29
2022-07-24,13
2022-07-25,19
2022-07-26,48
2022-07-27,45
2022-07-28,47
2022-07-29,57
2022-07-30,31
2022-07-31,27
2022-08-01,25
2022-08-02,18
2022-08-03,28
2022-08-04,30
2022-08-05,27
2022-08-06,30
2022-08-07,25
2022-08-08,50
2022-08-09,52
2022-08-10,69
2022-08-11,72
2022-08-12,57
2022-08-13,46
2022-08-14,39
2022-08-15,51
2022-08-16,42
2022-08-17,45
2022-08-18,45
2022-08-19,29
2022-08-20,13
2022-08-21,18
2022-08-22,44
2022-08-23,41
2022-08-24,31
2022-08-25,51
2022-08-26,55
2022-08-27,50
2022-08-28,42
2022-08-29,22
2022-08-30,43
2022-08-31,30
