Date,NOx
2019-09-01,33
2019-09-02,77
2019-09-03,77
2019-09-04,62
2019-09-05,59
2019-09-06,70
2019-09-07,47
2019-09-08,56
2019-09-09,No data
2019-09-10,No data
2019-09-11,56
2019-09-12,62
2019-09-13,No data
2019-09-14,No data
2019-09-15,No data
2019-09-16,No data
2019-09-17,No data
2019-09-18,No data
2019-09-19,110
2019-09-20,51
2019-09-21,25
2019-09-22,34
2019-09-23,44
2019-09-24,53
2019-09-25,48
2019-09-26,55
2019-09-27,48
2019-09-28,37
2019-09-29,25
2019-09-30,46
2019-10-01,38
2019-10-02,49
2019-10-03,56
2019-10-04,45
2019-10-05,31
2019-10-06,20
2019-10-07,48
2019-10-08,46
2019-10-09,45
2019-10-10,49
2019-10-11,44
2019-10-12,45
2019-10-13,22
2019-10-14,51
2019-10-15,50
2019-10-16,48
2019-10-17,85
2019-10-18,119
2019-10-19,86
2019-10-20,35
2019-10-21,64
2019-10-22,179
2019-10-23,158
2019-10-24,138
2019-10-25,122
2019-10-26,83
2019-10-27,53
2019-10-28,100
2019-10-29,55
2019-10-30,43
2019-10-31,46
2019-11-01,98
2019-11-02,105
2019-11-03,100
2019-11-04,112
2019-11-05,61
2019-11-06,145
2019-11-07,147
2019-11-08,82
2019-11-09,65
2019-11-10,46
2019-11-11,82
2019-11-12,74
2019-11-13,106
2019-11-14,41
2019-11-15,67
2019-11-16,128
2019-11-17,81
2019-11-18,154
2019-11-19,169
2019-11-20,68
2019-11-21,43
2019-11-22,37
2019-11-23,57
2019-11-24,88
2019-11-25,47
2019-11-26,67
2019-11-27,98
2019-11-28,96
2019-11-29,199
2019-11-30,142
2019-12-01,118
2019-12-02,182
2019-12-03,189
2019-12-04,285
2019-12-05,144
2019-12-06,86
2019-12-07,87
2019-12-08,48
2019-12-09,126
2019-12-10,99
2019-12-11,161
2019-12-12,108
2019-12-13,90
2019-12-14,91
2019-12-15,72
2019-12-16,231
2019-12-17,282
2019-12-18,65
2019-12-19,38
2019-12-20,186
2019-12-21,78
2019-12-22,87
2019-12-23,136
2019-12-24,84
2019-12-25,48
2019-12-26,40
2019-12-27,79
2019-12-28,75
2019-12-29,65
2019-12-30,119
2019-12-31,45
2020-01-01,59
2020-01-02,80
2020-01-03,58
2020-01-04,68
2020-01-05,60
2020-01-06,79
2020-01-07,89
2020-01-08,107
2020-01-09,85
2020-01-10,134
2020-01-11,65
2020-01-12,69
2020-01-13,68
2020-01-14,80
2020-01-15,131
2020-01-16,50
2020-01-17,130
2020-01-18,105
2020-01-19,135
2020-01-20,187
2020-01-21,255
2020-01-22,386
2020-01-23,141
2020-01-24,138
2020-01-25,115
2020-01-26,63
2020-01-27,96
2020-01-28,67
2020-01-29,88
2020-01-30,83
2020-01-31,105
2020-02-01,52
2020-02-02,59
2020-02-03,67
2020-02-04,83
2020-02-05,228
2020-02-06,257
2020-02-07,111
2020-02-08,71
2020-02-09,21
2020-02-10,90
2020-02-11,63
2020-02-12,96
2020-02-13,108
2020-02-14,167
2020-02-15,49
2020-02-16,37
2020-02-17,65
2020-02-18,73
2020-02-19,95
2020-02-20,60
2020-02-21,65
2020-02-22,42
2020-02-23,33
2020-02-24,67
2020-02-25,74
2020-02-26,77
2020-02-27,75
2020-02-28,72
2020-02-29,51
2020-03-01,41
2020-03-02,107
2020-03-03,88
2020-03-04,No data
2020-03-05,No data
2020-03-06,119
2020-03-07,73
2020-03-08,44
2020-03-09,64
2020-03-10,54
2020-03-11,79
2020-03-12,54
2020-03-13,63
2020-03-14,70
2020-03-15,45
2020-03-16,82
2020-03-17,69
2020-03-18,77
2020-03-19,49
2020-03-20,29
2020-03-21,13
2020-03-22,17
2020-03-23,50
2020-03-24,54
2020-03-25,71
2020-03-26,45
2020-03-27,27
2020-03-28,12
2020-03-29,10
2020-03-30,23
2020-03-31,30
2020-04-01,32
2020-04-02,20
2020-04-03,34
2020-04-04,41
2020-04-05,13
2020-04-06,24
2020-04-07,53
2020-04-08,44
2020-04-09,23
2020-04-10,16
2020-04-11,31
2020-04-12,14
2020-04-13,8
2020-04-14,31
2020-04-15,45
2020-04-16,26
2020-04-17,14
2020-04-18,16
2020-04-19,11
2020-04-20,14
2020-04-21,15
2020-04-22,17
2020-04-23,18
2020-04-24,23
2020-04-25,14
2020-04-26,20
2020-04-27,23
2020-04-28,19
2020-04-29,24
2020-04-30,24
2020-05-01,26
2020-05-02,20
2020-05-03,19
2020-05-04,20
2020-05-05,13
2020-05-06,26
2020-05-07,46
2020-05-08,29
2020-05-09,15
2020-05-10,8
2020-05-11,16
2020-05-12,30
2020-05-13,19
2020-05-14,27
2020-05-15,29
2020-05-16,21
2020-05-17,15
2020-05-18,23
2020-05-19,25
2020-05-20,30
2020-05-21,33
2020-05-22,22
2020-05-23,13
2020-05-24,11
2020-05-25,18
2020-05-26,26
2020-05-27,21
2020-05-28,15
2020-05-29,17
2020-05-30,9
2020-05-31,7
2020-06-01,17
2020-06-02,26
2020-06-03,24
2020-06-04,36
2020-06-05,23
2020-06-06,18
2020-06-07,14
2020-06-08,32
2020-06-09,25
2020-06-10,26
2020-06-11,19
2020-06-12,19
2020-06-13,No data
2020-06-14,No data
2020-06-15,No data
2020-06-16,No data
2020-06-17,No data
2020-06-18,No data
2020-06-19,41
2020-06-20,26
2020-06-21,15
2020-06-22,33
2020-06-23,31
2020-06-24,33
2020-06-25,21
2020-06-26,39
2020-06-27,21
2020-06-28,15
2020-06-29,30
2020-06-30,No data
2020-07-01,No data
2020-07-02,38
2020-07-03,51
2020-07-04,38
2020-07-05,13
2020-07-06,29
2020-07-07,56
2020-07-08,28
2020-07-09,32
2020-07-10,31
2020-07-11,27
2020-07-12,22
2020-07-13,46
2020-07-14,32
2020-07-15,41
2020-07-16,32
2020-07-17,40
2020-07-18,34
2020-07-19,16
2020-07-20,31
2020-07-21,43
2020-07-22,53
2020-07-23,48
2020-07-24,44
2020-07-25,33
2020-07-26,21
2020-07-27,27
2020-07-28,27
2020-07-29,39
2020-07-30,52
2020-07-31,41
2020-08-01,28
2020-08-02,19
2020-08-03,34
2020-08-04,53
2020-08-05,39
2020-08-06,44
2020-08-07,69
2020-08-08,17
2020-08-09,10
2020-08-10,19
2020-08-11,23
2020-08-12,22
2020-08-13,23
2020-08-14,20
2020-08-15,13
2020-08-16,13
2020-08-17,35
2020-08-18,55
2020-08-19,41
2020-08-20,33
2020-08-21,33
2020-08-22,33
2020-08-23,20
2020-08-24,43
2020-08-25,30
2020-08-26,37
2020-08-27,60
2020-08-28,35
2020-08-29,22
2020-08-30,24
2020-08-31,46
2020-09-01,No data
2020-09-02,74
2020-09-03,44
2020-09-04,55
2020-09-05,36
2020-09-06,29
2020-09-07,65
2020-09-08,49
2020-09-09,36
2020-09-10,70
2020-09-11,63
2020-09-12,41
2020-09-13,30
2020-09-14,76
2020-09-15,62
2020-09-16,36
2020-09-17,32
2020-09-18,31
2020-09-19,14
2020-09-20,16
2020-09-21,88
2020-09-22,No data
2020-09-23,No data
2020-09-24,57
2020-09-25,30
2020-09-26,24
2020-09-27,25
2020-09-28,95
2020-09-29,97
2020-09-30,51
2020-10-01,85
2020-10-02,26
2020-10-03,40
2020-10-04,20
2020-10-05,58
2020-10-06,64
2020-10-07,52
2020-10-08,62
2020-10-09,66
2020-10-10,42
2020-10-11,36
2020-10-12,80
2020-10-13,82
2020-10-14,47
2020-10-15,51
2020-10-16,50
2020-10-17,64
2020-10-18,44
2020-10-19,59
2020-10-20,45
2020-10-21,80
2020-10-22,78
2020-10-23,126
2020-10-24,50
2020-10-25,37
2020-10-26,65
2020-10-27,52
2020-10-28,68
2020-10-29,56
2020-10-30,72
2020-10-31,30
2020-11-01,23
2020-11-02,42
2020-11-03,62
2020-11-04,132
2020-11-05,128
2020-11-06,88
2020-11-07,79
2020-11-08,79
2020-11-09,82
2020-11-10,73
2020-11-11,35
2020-11-12,59
2020-11-13,75
2020-11-14,32
2020-11-15,25
2020-11-16,60
2020-11-17,59
2020-11-18,44
2020-11-19,78
2020-11-20,83
2020-11-21,38
2020-11-22,57
2020-11-23,143
2020-11-24,53
2020-11-25,124
2020-11-26,180
2020-11-27,181
2020-11-28,64
2020-11-29,53
2020-11-30,70
2020-12-01,133
2020-12-02,119
2020-12-03,67
2020-12-04,77
2020-12-05,64
2020-12-06,72
2020-12-07,108
2020-12-08,122
2020-12-09,88
2020-12-10,45
2020-12-11,160
2020-12-12,68
2020-12-13,32
2020-12-14,73
2020-12-15,89
2020-12-16,65
2020-12-17,94
2020-12-18,40
2020-12-19,55
2020-12-20,51
2020-12-21,78
2020-12-22,136
2020-12-23,34
2020-12-24,45
2020-12-25,26
2020-12-26,24
2020-12-27,42
2020-12-28,46
2020-12-29,69
2020-12-30,89
2020-12-31,122
2021-01-01,39
2021-01-02,66
2021-01-03,20
2021-01-04,41
2021-01-05,44
2021-01-06,96
2021-01-07,180
2021-01-08,No data
2021-01-09,No data
2021-01-10,No data
2021-01-11,No data
2021-01-12,No data
2021-01-13,No data
2021-01-14,No data
2021-01-15,No data
2021-01-16,No data
2021-01-17,No data
2021-01-18,No data
2021-01-19,No data
2021-01-20,No data
2021-01-21,No data
2021-01-22,No data
2021-01-23,No data
2021-01-24,No data
2021-01-25,No data
2021-01-26,No data
2021-01-27,166
2021-01-28,83
2021-01-29,60
2021-01-30,14
2021-01-31,22
2021-02-01,83
2021-02-02,95
2021-02-03,132
2021-02-04,117
2021-02-05,65
2021-02-06,51
2021-02-07,13
2021-02-08,29
2021-02-09,39
2021-02-10,48
2021-02-11,41
2021-02-12,22
2021-02-13,19
2021-02-14,25
2021-02-15,69
2021-02-16,67
2021-02-17,47
2021-02-18,43
2021-02-19,28
2021-02-20,17
2021-02-21,42
2021-02-22,106
2021-02-23,35
2021-02-24,33
2021-02-25,63
2021-02-26,153
2021-02-27,101
2021-02-28,47
2021-03-01,41
2021-03-02,35
2021-03-03,46
2021-03-04,45
2021-03-05,43
2021-03-06,66
2021-03-07,41
2021-03-08,88
2021-03-09,78
2021-03-10,42
2021-03-11,33
2021-03-12,50
2021-03-13,28
2021-03-14,19
2021-03-15,41
2021-03-16,58
2021-03-17,81
2021-03-18,74
2021-03-19,45
2021-03-20,43
2021-03-21,30
2021-03-22,96
2021-03-23,76
2021-03-24,60
2021-03-25,68
2021-03-26,47
2021-03-27,33
2021-03-28,17
2021-03-29,49
2021-03-30,108
2021-03-31,100
2021-04-01,26
2021-04-02,23
2021-04-03,27
2021-04-04,24
2021-04-05,17
2021-04-06,47
2021-04-07,57
2021-04-08,45
2021-04-09,64
2021-04-10,33
2021-04-11,26
2021-04-12,71
2021-04-13,84
2021-04-14,46
2021-04-15,47
2021-04-16,53
2021-04-17,47
2021-04-18,33
2021-04-19,50
2021-04-20,68
2021-04-21,28
2021-04-22,44
2021-04-23,50
2021-04-24,27
2021-04-25,11
2021-04-26,30
2021-04-27,51
2021-04-28,29
2021-04-29,41
2021-04-30,40
2021-05-01,36
2021-05-02,33
2021-05-03,26
2021-05-04,31
2021-05-05,55
2021-05-06,50
2021-05-07,63
2021-05-08,43
2021-05-09,25
2021-05-10,45
2021-05-11,36
2021-05-12,68
2021-05-13,33
2021-05-14,44
2021-05-15,31
2021-05-16,31
2021-05-17,56
2021-05-18,61
2021-05-19,51
2021-05-20,47
2021-05-21,53
2021-05-22,44
2021-05-23,27
2021-05-24,45
2021-05-25,40
2021-05-26,50
2021-05-27,34
2021-05-28,70
2021-05-29,No data
2021-05-30,No data
2021-05-31,No data
2021-06-01,No data
2021-06-02,No data
2021-06-03,No data
2021-06-04,No data
2021-06-05,No data
2021-06-06,No data
2021-06-07,No data
2021-06-08,No data
2021-06-09,No data
2021-06-10,No data
2021-06-11,No data
2021-06-12,No data
2021-06-13,No data
2021-06-14,No data
2021-06-15,No data
2021-06-16,62
2021-06-17,42
2021-06-18,35
2021-06-19,17
2021-06-20,16
2021-06-21,28
2021-06-22,32
2021-06-23,49
2021-06-24,54
2021-06-25,35
2021-06-26,18
2021-06-27,12
2021-06-28,31
2021-06-29,35
2021-06-30,28
2021-07-01,48
2021-07-02,38
2021-07-03,34
2021-07-04,29
2021-07-05,49
2021-07-06,43
2021-07-07,56
2021-07-08,46
2021-07-09,48
2021-07-10,32
2021-07-11,27
2021-07-12,44
2021-07-13,32
2021-07-14,33
2021-07-15,33
2021-07-16,45
2021-07-17,35
2021-07-18,27
2021-07-19,38
2021-07-20,36
2021-07-21,24
2021-07-22,38
2021-07-23,18
2021-07-24,14
2021-07-25,16
2021-07-26,48
2021-07-27,46
2021-07-28,44
2021-07-29,40
2021-07-30,42
2021-07-31,34
2021-08-01,18
2021-08-02,46
2021-08-03,48
2021-08-04,50
2021-08-05,40
2021-08-06,48
2021-08-07,38
2021-08-08,28
2021-08-09,48
2021-08-10,48
2021-08-11,56
2021-08-12,54
2021-08-13,43
2021-08-14,47
2021-08-15,29
2021-08-16,32
2021-08-17,31
2021-08-18,42
2021-08-19,57
2021-08-20,52
2021-08-21,43
2021-08-22,32
2021-08-23,29
2021-08-24,No data
2021-08-25,42
2021-08-26,28
2021-08-27,38
2021-08-28,48
2021-08-29,20
2021-08-30,13
2021-08-31,28
2021-09-01,29
2021-09-02,22
2021-09-03,25
2021-09-04,23
2021-09-05,19
2021-09-06,78
2021-09-07,59
2021-09-08,40
2021-09-09,60
2021-09-10,63
2021-09-11,41
2021-09-12,25
2021-09-13,32
2021-09-14,55
2021-09-15,71
2021-09-16,91
2021-09-17,87
2021-09-18,58
2021-09-19,33
2021-09-20,60
2021-09-21,77
2021-09-22,62
2021-09-23,49
2021-09-24,69
2021-09-25,53
2021-09-26,30
2021-09-27,44
2021-09-28,51
2021-09-29,59
2021-09-30,54
2021-10-01,64
2021-10-02,43
2021-10-03,37
2021-10-04,62
2021-10-05,46
2021-10-06,55
2021-10-07,73
2021-10-08,75
2021-10-09,62
2021-10-10,35
2021-10-11,88
2021-10-12,54
2021-10-13,66
2021-10-14,59
2021-10-15,67
2021-10-16,91
2021-10-17,47
2021-10-18,63
2021-10-19,56
2021-10-20,67
2021-10-21,49
2021-10-22,56
2021-10-23,59
2021-10-24,32
2021-10-25,76
2021-10-26,59
2021-10-27,46
2021-10-28,33
2021-10-29,55
2021-10-30,75
2021-10-31,32
2021-11-01,71
2021-11-02,122
2021-11-03,89
2021-11-04,66
2021-11-05,119
2021-11-06,48
2021-11-07,29
2021-11-08,109
2021-11-09,71
2021-11-10,119
2021-11-11,86
2021-11-12,65
2021-11-13,65
2021-11-14,49
2021-11-15,92
2021-11-16,99
2021-11-17,78
2021-11-18,66
2021-11-19,80
2021-11-20,56
2021-11-21,32
2021-11-22,115
2021-11-23,132
2021-11-24,93
2021-11-25,95
2021-11-26,55
2021-11-27,27
2021-11-28,74
2021-11-29,143
2021-11-30,58
2021-12-01,No data
2021-12-02,101
2021-12-03,149
2021-12-04,60
2021-12-05,44
2021-12-06,121
2021-12-07,43
2021-12-08,56
2021-12-09,85
2021-12-10,77
2021-12-11,110
2021-12-12,49
2021-12-13,100
2021-12-14,104
2021-12-15,101
2021-12-16,213
2021-12-17,116
2021-12-18,51
2021-12-19,69
2021-12-20,46
2021-12-21,49
2021-12-22,100
2021-12-23,116
2021-12-24,80
2021-12-25,6
2021-12-26,35
2021-12-27,34
2021-12-28,55
2021-12-29,71
2021-12-30,52
2021-12-31,52
2022-01-01,26
2022-01-02,36
2022-01-03,40
2022-01-04,62
2022-01-05,93
2022-01-06,128
2022-01-07,74
2022-01-08,57
2022-01-09,59
2022-01-10,122
2022-01-11,126
2022-01-12,138
2022-01-13,142
2022-01-14,176
2022-01-15,208
2022-01-16,96
2022-01-17,128
2022-01-18,185
2022-01-19,76
2022-01-20,104
2022-01-21,96
2022-01-22,77
2022-01-23,62
2022-01-24,84
2022-01-25,97
2022-01-26,90
2022-01-27,60
2022-01-28,103
2022-01-29,31
2022-01-30,75
2022-01-31,48
2022-02-01,40
2022-02-02,69
2022-02-03,79
2022-02-04,65
2022-02-05,46
2022-02-06,19
2022-02-07,110
2022-02-08,67
2022-02-09,84
2022-02-10,71
2022-02-11,119
2022-02-12,51
2022-02-13,28
2022-02-14,52
2022-02-15,87
2022-02-16,36
2022-02-17,57
2022-02-18,41
2022-02-19,71
2022-02-20,26
2022-02-21,43
2022-02-22,72
2022-02-23,71
2022-02-24,49
2022-02-25,77
2022-02-26,83
2022-02-27,35
2022-02-28,75
2022-03-01,41
2022-03-02,33
2022-03-03,66
2022-03-04,81
2022-03-05,27
2022-03-06,23
2022-03-07,39
2022-03-08,35
2022-03-09,49
2022-03-10,55
2022-03-11,27
2022-03-12,40
2022-03-13,38
2022-03-14,95
2022-03-15,106
2022-03-16,69
2022-03-17,81
2022-03-18,57
2022-03-19,17
2022-03-20,No data
2022-03-21,No data
2022-03-22,No data
2022-03-23,94
2022-03-24,92
2022-03-25,86
2022-03-26,42
2022-03-27,22
2022-03-28,81
2022-03-29,43
2022-03-30,42
2022-03-31,37
2022-04-01,54
2022-04-02,63
2022-04-03,51
2022-04-04,39
2022-04-05,38
2022-04-06,50
2022-04-07,45
2022-04-08,69
2022-04-09,51
2022-04-10,44
2022-04-11,24
2022-04-12,65
2022-04-13,77
2022-04-14,No data
2022-04-15,55
2022-04-16,38
2022-04-17,24
2022-04-18,35
2022-04-19,41
2022-04-20,24
2022-04-21,26
2022-04-22,21
2022-04-23,16
2022-04-24,11
2022-04-25,33
2022-04-26,34
2022-04-27,36
2022-04-28,33
2022-04-29,34
2022-04-30,59
2022-05-01,44
2022-05-02,35
2022-05-03,35
2022-05-04,69
2022-05-05,68
2022-05-06,67
2022-05-07,26
2022-05-08,14
2022-05-09,58
2022-05-10,45
2022-05-11,58
2022-05-12,55
2022-05-13,41
2022-05-14,46
2022-05-15,16
2022-05-16,53
2022-05-17,34
2022-05-18,46
2022-05-19,57
2022-05-20,64
2022-05-21,52
2022-05-22,35
2022-05-23,50
2022-05-24,45
2022-05-25,48
2022-05-26,46
2022-05-27,37
2022-05-28,23
2022-05-29,19
2022-05-30,52
2022-05-31,48
2022-06-01,53
2022-06-02,31
2022-06-03,15
2022-06-04,11
2022-06-05,16
2022-06-06,59
2022-06-07,43
2022-06-08,44
2022-06-09,50
2022-06-10,48
2022-06-11,35
2022-06-12,21
2022-06-13,48
2022-06-14,49
2022-06-15,49
2022-06-16,71
2022-06-17,48
2022-06-18,45
2022-06-19,29
2022-06-20,34
2022-06-21,50
2022-06-22,43
2022-06-23,40
2022-06-24,58
2022-06-25,30
2022-06-26,19
2022-06-27,44
2022-06-28,38
2022-06-29,44
2022-06-30,51
2022-07-01,62
2022-07-02,45
2022-07-03,29
2022-07-04,36
2022-07-05,40
2022-07-06,32
2022-07-07,34
2022-07-08,37
2022-07-09,31
2022-07-10,26
2022-07-11,56
2022-07-12,54
2022-07-13,33
2022-07-14,38
2022-07-15,46
2022-07-16,43
2022-07-17,36
2022-07-18,62
2022-07-19,50
2022-07-20,33
2022-07-21,43
2022-07-22,25
2022-07-23,46
2022-07-24,24
2022-07-25,32
2022-07-26,47
2022-07-27,47
2022-07-28,29
2022-07-29,24
2022-07-30,57
2022-07-31,20
2022-08-01,45
2022-08-02,39
2022-08-03,32
2022-08-04,32
2022-08-05,35
2022-08-06,36
2022-08-07,No data
2022-08-08,No data
2022-08-09,No data
2022-08-10,38
2022-08-11,40
2022-08-12,27
2022-08-13,17
2022-08-14,15
2022-08-15,48
2022-08-16,42
2022-08-17,19
2022-08-18,52
2022-08-19,43
2022-08-20,35
2022-08-21,25
2022-08-22,44
2022-08-23,55
2022-08-24,49
2022-08-25,59
2022-08-26,53
2022-08-27,22
2022-08-28,23
2022-08-29,11
2022-08-30,25
2022-08-31,19
