Date,NOx
2020-01-05,23
2020-01-06,36
2020-01-07,39
2020-01-08,98
2020-01-09,84
2020-01-10,101
2020-01-11,14
2020-01-12,25
2020-01-13,50
2020-01-14,34
2020-01-15,52
2020-01-16,49
2020-01-17,56
2020-01-18,73
2020-01-19,140
2020-01-20,134
2020-01-21,264
2020-01-22,250
2020-01-23,181
2020-01-24,152
2020-01-25,59
2020-01-26,32
2020-01-27,94
2020-01-28,41
2020-01-29,34
2020-01-30,58
2020-01-31,34
2020-02-01,15
2020-02-02,32
2020-02-03,26
2020-02-04,120
2020-02-05,176
2020-02-06,258
2020-02-07,138
2020-02-08,24
2020-02-09,6
2020-02-10,No data
2020-02-11,No data
2020-02-12,45
2020-02-13,74
2020-02-14,65
2020-02-15,14
2020-02-16,10
2020-02-17,27
2020-02-18,33
2020-02-19,48
2020-02-20,21
2020-02-21,29
2020-02-22,13
2020-02-23,26
2020-02-24,29
2020-02-25,85
2020-02-26,59
2020-02-27,65
2020-02-28,68
2020-02-29,22
2020-03-01,19
2020-03-02,107
2020-03-03,60
2020-03-04,165
2020-03-05,224
2020-03-06,202
2020-03-07,34
2020-03-08,16
2020-03-09,32
2020-03-10,20
2020-03-11,36
2020-03-12,24
2020-03-13,108
2020-03-14,30
2020-03-15,21
2020-03-16,80
2020-03-17,31
2020-03-18,124
2020-03-19,196
2020-03-20,110
2020-03-21,29
2020-03-22,31
2020-03-23,84
2020-03-24,46
2020-03-25,75
2020-03-26,74
2020-03-27,70
2020-03-28,26
2020-03-29,17
2020-03-30,53
2020-03-31,78
2020-04-01,43
2020-04-02,20
2020-04-03,46
2020-04-04,27
2020-04-05,10
2020-04-06,25
2020-04-07,54
2020-04-08,64
2020-04-09,52
2020-04-10,24
2020-04-11,25
2020-04-12,18
2020-04-13,23
2020-04-14,57
2020-04-15,40
2020-04-16,47
2020-04-17,24
2020-04-18,33
2020-04-19,14
2020-04-20,25
2020-04-21,26
2020-04-22,48
2020-04-23,62
2020-04-24,60
2020-04-25,24
2020-04-26,21
2020-04-27,65
2020-04-28,50
2020-04-29,49
2020-04-30,21
2020-05-01,20
2020-05-02,22
2020-05-03,25
2020-05-04,58
2020-05-05,34
2020-05-06,57
2020-05-07,64
2020-05-08,40
2020-05-09,30
2020-05-10,19
2020-05-11,61
2020-05-12,43
2020-05-13,80
2020-05-14,80
2020-05-15,43
2020-05-16,22
2020-05-17,12
2020-05-18,17
2020-05-19,31
2020-05-20,57
2020-05-21,36
2020-05-22,12
2020-05-23,5
2020-05-24,10
2020-05-25,23
2020-05-26,59
2020-05-27,59
2020-05-28,47
2020-05-29,50
2020-05-30,24
2020-05-31,15
2020-06-01,58
2020-06-02,60
2020-06-03,79
2020-06-04,70
2020-06-05,59
2020-06-06,22
2020-06-07,No data
2020-06-08,No data
2020-06-09,No data
2020-06-10,No data
2020-06-11,No data
2020-06-12,No data
2020-06-13,No data
2020-06-14,No data
2020-06-15,No data
2020-06-16,72
2020-06-17,75
2020-06-18,89
2020-06-19,36
2020-06-20,21
2020-06-21,10
2020-06-22,28
2020-06-23,35
2020-06-24,64
2020-06-25,54
2020-06-26,60
2020-06-27,14
2020-06-28,5
2020-06-29,16
2020-06-30,29
2020-07-01,45
2020-07-02,106
2020-07-03,23
2020-07-04,17
2020-07-05,5
2020-07-06,31
2020-07-07,43
2020-07-08,81
2020-07-09,90
2020-07-10,68
2020-07-11,48
2020-07-12,35
2020-07-13,36
2020-07-14,42
2020-07-15,38
2020-07-16,42
2020-07-17,37
2020-07-18,23
2020-07-19,40
2020-07-20,60
2020-07-21,76
2020-07-22,49
2020-07-23,29
2020-07-24,36
2020-07-25,26
2020-07-26,12
2020-07-27,24
2020-07-28,14
2020-07-29,31
2020-07-30,71
2020-07-31,49
2020-08-01,19
2020-08-02,17
2020-08-03,77
2020-08-04,39
2020-08-05,18
2020-08-06,48
2020-08-07,75
2020-08-08,54
2020-08-09,35
2020-08-10,86
2020-08-11,90
2020-08-12,75
2020-08-13,100
2020-08-14,92
2020-08-15,58
2020-08-16,43
2020-08-17,96
2020-08-18,36
2020-08-19,56
2020-08-20,26
2020-08-21,13
2020-08-22,12
2020-08-23,13
2020-08-24,47
2020-08-25,19
2020-08-26,67
2020-08-27,131
2020-08-28,103
2020-08-29,52
2020-08-30,63
2020-08-31,70
2020-09-01,123
2020-09-02,59
2020-09-03,27
2020-09-04,38
2020-09-05,21
2020-09-06,29
2020-09-07,46
2020-09-08,32
2020-09-09,39
2020-09-10,73
2020-09-11,43
2020-09-12,20
2020-09-13,14
2020-09-14,111
2020-09-15,162
2020-09-16,107
2020-09-17,102
2020-09-18,98
2020-09-19,49
2020-09-20,42
2020-09-21,107
2020-09-22,86
2020-09-23,53
2020-09-24,81
2020-09-25,53
2020-09-26,54
2020-09-27,44
2020-09-28,94
2020-09-29,161
2020-09-30,73
2020-10-01,98
2020-10-02,88
2020-10-03,93
2020-10-04,39
2020-10-05,51
2020-10-06,58
2020-10-07,42
2020-10-08,101
2020-10-09,45
2020-10-10,65
2020-10-11,68
2020-10-12,71
2020-10-13,134
2020-10-14,151
2020-10-15,186
2020-10-16,180
2020-10-17,123
2020-10-18,67
2020-10-19,70
2020-10-20,48
2020-10-21,103
2020-10-22,37
2020-10-23,109
2020-10-24,21
2020-10-25,19
2020-10-26,42
2020-10-27,47
2020-10-28,40
2020-10-29,38
2020-10-30,83
2020-10-31,19
2020-11-01,10
2020-11-02,21
2020-11-03,68
2020-11-04,254
2020-11-05,116
2020-11-06,195
2020-11-07,161
2020-11-08,90
2020-11-09,141
2020-11-10,118
2020-11-11,54
2020-11-12,41
2020-11-13,45
2020-11-14,18
2020-11-15,10
2020-11-16,26
2020-11-17,24
2020-11-18,19
2020-11-19,136
2020-11-20,60
2020-11-21,21
2020-11-22,33
2020-11-23,63
2020-11-24,54
2020-11-25,168
2020-11-26,176
2020-11-27,338
2020-11-28,148
2020-11-29,60
2020-11-30,52
2020-12-01,131
2020-12-02,124
2020-12-03,207
2020-12-04,68
2020-12-05,185
2020-12-06,157
2020-12-07,140
2020-12-08,152
2020-12-09,152
2020-12-10,72
2020-12-11,164
2020-12-12,71
2020-12-13,30
2020-12-14,39
2020-12-15,83
2020-12-16,48
2020-12-17,58
2020-12-18,23
2020-12-19,20
2020-12-20,20
2020-12-21,55
2020-12-22,187
2020-12-23,76
2020-12-24,60
2020-12-25,22
2020-12-26,10
2020-12-27,20
2020-12-28,81
2020-12-29,107
2020-12-30,165
2020-12-31,192
2021-01-01,40
2021-01-02,62
2021-01-03,64
2021-01-04,100
2021-01-05,124
2021-01-06,183
2021-01-07,119
2021-01-08,211
2021-01-09,98
2021-01-10,33
2021-01-11,27
2021-01-12,120
2021-01-13,179
2021-01-14,124
2021-01-15,92
2021-01-16,34
2021-01-17,24
2021-01-18,42
2021-01-19,33
2021-01-20,14
2021-01-21,28
2021-01-22,53
2021-01-23,69
2021-01-24,78
2021-01-25,49
2021-01-26,96
2021-01-27,138
2021-01-28,107
2021-01-29,40
2021-01-30,21
2021-01-31,43
2021-02-01,185
2021-02-02,88
2021-02-03,76
2021-02-04,108
2021-02-05,114
2021-02-06,39
2021-02-07,20
2021-02-08,No data
2021-02-09,117
2021-02-10,137
2021-02-11,129
2021-02-12,50
2021-02-13,21
2021-02-14,13
2021-02-15,47
2021-02-16,29
2021-02-17,22
2021-02-18,22
2021-02-19,19
2021-02-20,13
2021-02-21,29
2021-02-22,117
2021-02-23,20
2021-02-24,12
2021-02-25,48
2021-02-26,99
2021-02-27,89
2021-02-28,68
2021-03-01,111
2021-03-02,124
2021-03-03,160
2021-03-04,124
2021-03-05,138
2021-03-06,126
2021-03-07,50
2021-03-08,59
2021-03-09,48
2021-03-10,15
2021-03-11,10
2021-03-12,20
2021-03-13,12
2021-03-14,13
2021-03-15,114
2021-03-16,80
2021-03-17,123
2021-03-18,112
2021-03-19,113
2021-03-20,38
2021-03-21,49
2021-03-22,81
2021-03-23,41
2021-03-24,39
2021-03-25,28
2021-03-26,23
2021-03-27,13
2021-03-28,5
2021-03-29,17
2021-03-30,74
2021-03-31,95
2021-04-01,87
2021-04-02,76
2021-04-03,76
2021-04-04,19
2021-04-05,35
2021-04-06,59
2021-04-07,78
2021-04-08,21
2021-04-09,67
2021-04-10,76
2021-04-11,49
2021-04-12,81
2021-04-13,100
2021-04-14,128
2021-04-15,123
2021-04-16,150
2021-04-17,78
2021-04-18,47
2021-04-19,84
2021-04-20,102
2021-04-21,78
2021-04-22,115
2021-04-23,91
2021-04-24,71
2021-04-25,36
2021-04-26,73
2021-04-27,120
2021-04-28,74
2021-04-29,123
2021-04-30,141
2021-05-01,92
2021-05-02,45
2021-05-03,18
2021-05-04,29
2021-05-05,57
2021-05-06,67
2021-05-07,68
2021-05-08,28
2021-05-09,13
2021-05-10,26
2021-05-11,72
2021-05-12,48
2021-05-13,66
2021-05-14,122
2021-05-15,39
2021-05-16,36
2021-05-17,85
2021-05-18,65
2021-05-19,90
2021-05-20,56
2021-05-21,22
2021-05-22,45
2021-05-23,13
2021-05-24,66
2021-05-25,38
2021-05-26,73
2021-05-27,88
2021-05-28,98
2021-05-29,48
2021-05-30,21
2021-05-31,19
2021-06-01,50
2021-06-02,42
2021-06-03,61
2021-06-04,84
2021-06-05,45
2021-06-06,47
2021-06-07,42
2021-06-08,42
2021-06-09,30
2021-06-10,19
2021-06-11,17
2021-06-12,21
2021-06-13,15
2021-06-14,26
2021-06-15,38
2021-06-16,30
2021-06-17,59
2021-06-18,67
2021-06-19,27
2021-06-20,16
2021-06-21,50
2021-06-22,55
2021-06-23,49
2021-06-24,34
2021-06-25,59
2021-06-26,39
2021-06-27,14
2021-06-28,61
2021-06-29,74
2021-06-30,75
2021-07-01,52
2021-07-02,42
2021-07-03,35
2021-07-04,11
2021-07-05,19
2021-07-06,16
2021-07-07,19
2021-07-08,35
2021-07-09,50
2021-07-10,33
2021-07-11,14
2021-07-12,57
2021-07-13,70
2021-07-14,55
2021-07-15,58
2021-07-16,61
2021-07-17,43
2021-07-18,17
2021-07-19,39
2021-07-20,53
2021-07-21,46
2021-07-22,35
2021-07-23,31
2021-07-24,26
2021-07-25,24
2021-07-26,39
2021-07-27,40
2021-07-28,19
2021-07-29,11
2021-07-30,49
2021-07-31,16
2021-08-01,23
2021-08-02,53
2021-08-03,34
2021-08-04,34
2021-08-05,26
2021-08-06,18
2021-08-07,15
2021-08-08,8
2021-08-09,35
2021-08-10,26
2021-08-11,23
2021-08-12,39
2021-08-13,19
2021-08-14,22
2021-08-15,10
2021-08-16,22
2021-08-17,39
2021-08-18,19
2021-08-19,35
2021-08-20,51
2021-08-21,29
2021-08-22,31
2021-08-23,63
2021-08-24,75
2021-08-25,99
2021-08-26,71
2021-08-27,104
2021-08-28,61
2021-08-29,47
2021-08-30,48
2021-08-31,99
2021-09-01,99
2021-09-02,79
2021-09-03,90
2021-09-04,48
2021-09-05,26
2021-09-06,80
2021-09-07,86
2021-09-08,62
2021-09-09,52
2021-09-10,44
2021-09-11,25
2021-09-12,43
2021-09-13,67
2021-09-14,121
2021-09-15,86
2021-09-16,64
2021-09-17,61
2021-09-18,60
2021-09-19,48
2021-09-20,95
2021-09-21,60
2021-09-22,34
2021-09-23,27
2021-09-24,32
2021-09-25,50
2021-09-26,23
2021-09-27,24
2021-09-28,25
2021-09-29,23
2021-09-30,18
2021-10-01,22
2021-10-02,27
2021-10-03,13
2021-10-04,28
2021-10-05,24
2021-10-06,80
2021-10-07,61
2021-10-08,82
2021-10-09,75
2021-10-10,41
2021-10-11,86
2021-10-12,99
2021-10-13,52
2021-10-14,28
2021-10-15,148
2021-10-16,49
2021-10-17,28
2021-10-18,58
2021-10-19,27
2021-10-20,41
2021-10-21,47
2021-10-22,63
2021-10-23,25
2021-10-24,13
2021-10-25,36
2021-10-26,27
2021-10-27,15
2021-10-28,15
2021-10-29,22
2021-10-30,36
2021-10-31,13
2021-11-01,29
2021-11-02,99
2021-11-03,125
2021-11-04,85
2021-11-05,73
2021-11-06,19
2021-11-07,24
2021-11-08,62
2021-11-09,30
2021-11-10,192
2021-11-11,79
2021-11-12,21
2021-11-13,76
2021-11-14,71
2021-11-15,134
2021-11-16,74
2021-11-17,47
2021-11-18,41
2021-11-19,62
2021-11-20,25
2021-11-21,53
2021-11-22,169
2021-11-23,198
2021-11-24,93
2021-11-25,80
2021-11-26,42
2021-11-27,53
2021-11-28,48
2021-11-29,98
2021-11-30,26
2021-12-01,59
2021-12-02,73
2021-12-03,84
2021-12-04,38
2021-12-05,No data
2021-12-06,No data
2021-12-07,No data
2021-12-08,No data
2021-12-09,No data
2021-12-10,No data
2021-12-11,No data
2021-12-12,No data
2021-12-13,No data
2021-12-14,No data
2021-12-15,No data
2021-12-16,No data
2021-12-17,No data
2021-12-18,No data
2021-12-19,No data
2021-12-20,No data
2021-12-21,No data
2021-12-22,No data
2021-12-23,No data
2021-12-24,No data
2021-12-25,No data
2021-12-26,No data
2021-12-27,No data
2021-12-28,No data
2021-12-29,No data
2021-12-30,No data
2021-12-31,No data
2022-01-01,No data
2022-01-02,No data
2022-01-03,No data
2022-01-04,No data
2022-01-05,No data
2022-01-06,No data
2022-01-07,No data
2022-01-08,No data
2022-01-09,No data
2022-01-10,No data
2022-01-11,No data
2022-01-12,No data
2022-01-13,No data
2022-01-14,No data
2022-01-15,No data
2022-01-16,No data
2022-01-17,No data
2022-01-18,148
2022-01-19,87
2022-01-20,107
2022-01-21,98
2022-01-22,82
2022-01-23,39
2022-01-24,97
2022-01-25,89
2022-01-26,53
2022-01-27,40
2022-01-28,63
2022-01-29,17
2022-01-30,34
2022-01-31,54
2022-02-01,15
2022-02-02,33
2022-02-03,37
2022-02-04,30
2022-02-05,17
2022-02-06,11
2022-02-07,67
2022-02-08,25
2022-02-09,48
2022-02-10,39
2022-02-11,101
2022-02-12,13
2022-02-13,9
2022-02-14,31
2022-02-15,39
2022-02-16,13
2022-02-17,37
2022-02-18,14
2022-02-19,34
2022-02-20,10
2022-02-21,30
2022-02-22,24
2022-02-23,24
2022-02-24,26
2022-02-25,74
2022-02-26,50
2022-02-27,16
2022-02-28,45
2022-03-01,102
2022-03-02,57
2022-03-03,99
2022-03-04,119
2022-03-05,72
2022-03-06,66
2022-03-07,84
2022-03-08,43
2022-03-09,35
2022-03-10,32
2022-03-11,28
2022-03-12,16
2022-03-13,15
2022-03-14,60
2022-03-15,90
2022-03-16,89
2022-03-17,38
2022-03-18,93
2022-03-19,29
2022-03-20,46
2022-03-21,98
2022-03-22,86
2022-03-23,147
2022-03-24,130
2022-03-25,153
2022-03-26,80
2022-03-27,40
2022-03-28,80
2022-03-29,100
2022-03-30,117
2022-03-31,109
2022-04-01,125
2022-04-02,104
2022-04-03,30
2022-04-04,17
2022-04-05,12
2022-04-06,16
2022-04-07,21
2022-04-08,108
2022-04-09,56
2022-04-10,29
2022-04-11,36
2022-04-12,62
2022-04-13,56
2022-04-14,97
2022-04-15,47
2022-04-16,29
2022-04-17,18
2022-04-18,32
2022-04-19,109
2022-04-20,77
2022-04-21,72
2022-04-22,56
2022-04-23,38
2022-04-24,28
2022-04-25,99
2022-04-26,107
2022-04-27,121
2022-04-28,111
2022-04-29,106
2022-04-30,45
2022-05-01,31
2022-05-02,63
2022-05-03,103
2022-05-04,51
2022-05-05,86
2022-05-06,31
2022-05-07,61
2022-05-08,25
2022-05-09,39
2022-05-10,14
2022-05-11,37
2022-05-12,26
2022-05-13,17
2022-05-14,37
2022-05-15,18
2022-05-16,46
2022-05-17,32
2022-05-18,34
2022-05-19,52
2022-05-20,41
2022-05-21,22
2022-05-22,18
2022-05-23,39
2022-05-24,27
2022-05-25,19
2022-05-26,26
2022-05-27,24
2022-05-28,69
2022-05-29,53
2022-05-30,39
2022-05-31,91
2022-06-01,93
2022-06-02,47
2022-06-03,30
2022-06-04,30
2022-06-05,56
2022-06-06,73
2022-06-07,71
2022-06-08,25
2022-06-09,22
2022-06-10,20
2022-06-11,12
2022-06-12,11
2022-06-13,30
2022-06-14,63
2022-06-15,78
2022-06-16,51
2022-06-17,28
2022-06-18,61
2022-06-19,33
2022-06-20,60
2022-06-21,66
2022-06-22,74
2022-06-23,65
2022-06-24,37
2022-06-25,12
2022-06-26,8
2022-06-27,24
2022-06-28,22
2022-06-29,36
2022-06-30,39
2022-07-01,27
2022-07-02,14
2022-07-03,15
2022-07-04,20
2022-07-05,34
2022-07-06,17
2022-07-07,59
2022-07-08,45
2022-07-09,50
2022-07-10,30
2022-07-11,58
2022-07-12,48
2022-07-13,48
2022-07-14,63
2022-07-15,27
2022-07-16,44
2022-07-17,17
2022-07-18,46
2022-07-19,47
2022-07-20,51
2022-07-21,68
2022-07-22,53
2022-07-23,18
2022-07-24,5
2022-07-25,13
2022-07-26,73
2022-07-27,52
2022-07-28,52
2022-07-29,73
2022-07-30,23
2022-07-31,25
2022-08-01,36
2022-08-02,14
2022-08-03,15
2022-08-04,26
2022-08-05,45
2022-08-06,32
2022-08-07,23
2022-08-08,58
2022-08-09,67
2022-08-10,61
2022-08-11,77
2022-08-12,62
2022-08-13,43
2022-08-14,37
2022-08-15,55
2022-08-16,54
2022-08-17,55
2022-08-18,43
2022-08-19,24
2022-08-20,15
2022-08-21,21
2022-08-22,42
2022-08-23,28
2022-08-24,25
2022-08-25,93
2022-08-26,66
2022-08-27,46
2022-08-28,34
2022-08-29,40
2022-08-30,67
2022-08-31,61
